timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0006069997325539589,0.0,10198.59765625,62.5
1.0090569001622498,26.5,10385.58984375,63.7
2.011382999829948,38.7,10664.234375,65.4
3.016909900121391,30.1,11554.4140625,70.8
4.02106470009312,34.4,12417.828125,76.1
5.029155000112951,27.0,13239.23046875,81.2
6.039721599780023,37.3,13831.39453125,84.8
7.042844600044191,43.8,14514.2109375,89.0
8.057351999916136,39.1,15228.83203125,93.4
9.072690399829298,52.9,15247.56640625,93.5
10.078925100155175,39.8,15735.78515625,96.5
11.092367299832404,63.4,15188.140625,93.1
12.094253200106323,61.5,15250.5078125,93.5
13.099294299725443,61.3,15077.73828125,92.5
14.107131999917328,38.5,14883.16015625,91.3
15.110426399856806,38.3,14781.87890625,90.6
16.124975400045514,43.6,14848.79296875,91.0
17.130803399719298,31.8,14575.84765625,89.4
18.134469099808484,36.6,14639.15234375,89.8
19.138895799871534,38.6,14961.26953125,91.7
20.151357599999756,45.9,14890.4296875,91.3
21.154901700094342,39.6,14807.671875,90.8
22.1565370997414,32.8,14799.9375,90.7
23.160252999980003,28.7,14819.37890625,90.9
24.16468309983611,33.1,14816.38671875,90.8
25.17066810000688,27.7,14824.8046875,90.9
26.17524279979989,45.2,14856.67578125,91.1
27.185869900044054,30.7,14855.8984375,91.1
