timestamp,power_watts,temp_c,memory_mb,utilization_percent
0.0030550998635590076,32.599,48,1629.609375,15
1.008110299706459,32.553,49,1654.578125,16
2.012441100087017,14.223,48,1937.765625,54
3.020852299872786,124.412,53,2141.765625,99
4.028648700099438,53.425,51,2167.515625,37
5.037608900107443,47.08,51,2214.5546875,33
6.047363100107759,49.043,51,2176.109375,28
7.060172599740326,48.016,51,2177.3828125,32
8.073392000049353,48.477,51,2162.2578125,32
9.083733200095594,48.176,51,2162.6953125,32
10.091892799828202,41.868,51,2165.5703125,6
11.101796899922192,102.804,54,2163.1953125,18
12.117184800095856,52.388,54,2220.3203125,98
13.127251700032502,55.342,53,2217.4453125,37
14.138171100057662,51.512,53,2203.171875,36
15.146356999874115,52.637,53,2185.671875,37
16.15188269969076,52.755,53,2168.046875,39
17.16272459970787,51.836,53,2156.421875,37
18.16946499980986,46.92,53,2167.828125,13
19.176702999975532,125.973,57,2167.828125,99
20.188141499646008,54.816,55,2161.265625,38
21.199357099831104,53.241,55,2154.359375,38
22.200657499954104,53.722,55,2156.359375,36
23.21347749978304,53.56,55,2138.296875,37
24.227276199962944,54.926,55,2138.296875,35
25.236809599678963,53.411,55,2138.296875,35
26.246168799698353,53.127,55,2138.296875,38
27.258634999860078,55.053,56,2138.296875,38
28.27096019964665,54.133,56,2138.296875,38
29.28378179995343,53.508,56,2140.296875,35
30.285081800073385,53.801,56,2144.296875,38
31.295206199865788,53.604,56,2142.296875,38
32.30707329977304,55.215,56,2142.296875,37
33.31475650006905,55.486,56,2144.296875,37
34.327790999785066,55.596,57,2146.296875,38
35.33896359987557,53.971,57,2146.296875,39
36.35040299966931,48.557,57,2166.453125,13
37.36379119986668,100.461,59,2166.453125,35
38.38012530002743,49.743,59,2166.453125,98
39.38740099966526,50.247,58,2160.109375,35
40.39740310003981,48.385,58,2164.328125,13
41.404977299738675,129.448,62,2164.328125,99
42.41547509981319,52.834,59,2164.328125,38
43.427590699866414,52.589,59,2159.046875,38
44.44173299986869,52.317,59,2156.234375,36
45.454416499938816,52.786,59,2158.453125,36
46.46735029993579,53.766,59,2158.453125,37
47.47810149984434,37.281,58,2159.015625,41
48.486579299904406,37.281,58,2156.078125,45
49.497270700056106,37.374,58,2171.203125,45
50.512302099727094,34.484,58,2171.203125,51
51.52348400000483,34.815,58,2169.203125,51
52.53685260005295,33.566,58,2162.484375,53
53.54912279965356,34.571,58,2162.484375,55
54.5580803998746,34.815,58,2145.984375,54
55.569566699676216,34.138,58,2140.859375,53
56.5763820996508,33.801,58,2140.859375,56
57.58622319996357,34.478,58,2140.859375,55
