timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0011987998150289059,0.0,13839.47265625,84.9
1.0101931998506188,56.7,13754.76953125,84.3
2.0236428999342024,44.7,13742.140625,84.3
3.0351466997526586,39.3,13772.62109375,84.4
4.047315699979663,50.1,13952.31640625,85.6
5.056917599868029,51.3,13981.63671875,85.7
6.060218200087547,63.5,14013.40234375,85.9
7.072714100126177,65.9,13992.6171875,85.8
8.079179999884218,57.2,13996.84375,85.8
9.084867499768734,69.7,14032.00390625,86.0
10.088189699687064,64.8,14095.13671875,86.4
11.097998399753124,37.7,14093.5234375,86.4
12.106140699703246,40.7,14078.34375,86.3
13.11228539980948,36.3,14065.609375,86.2
14.125873500015587,36.9,14068.48828125,86.3
15.136870599817485,56.4,14113.8828125,86.5
16.13735629990697,49.1,14152.7109375,86.8
17.1454392997548,52.6,14178.73828125,86.9
18.146277099847794,54.4,14188.67578125,87.0
19.16100319987163,48.8,14215.2734375,87.2
20.169375099707395,53.6,14250.1796875,87.4
21.17908319970593,60.2,14068.19140625,86.3
22.18441839981824,57.1,14120.02734375,86.6
23.195309599861503,55.2,14199.41015625,87.1
24.202584099955857,52.8,14258.0859375,87.4
25.211062099784613,54.9,14333.34765625,87.9
26.217351499944925,52.7,14548.2265625,89.2
27.22692869976163,75.2,14303.3203125,87.7
28.232446699868888,59.2,14181.92578125,87.0
29.233525899704546,65.3,14101.22265625,86.5
30.244855399709195,58.1,14079.84765625,86.3
31.256168199703097,55.2,14060.80859375,86.2
32.2647242997773,53.1,14031.07421875,86.0
33.2744585997425,54.5,14011.6953125,85.9
34.28041830006987,47.5,14007.50390625,85.9
35.28984249988571,47.7,13980.8046875,85.7
36.298010299913585,41.4,13964.31640625,85.6
37.30821490008384,44.4,13979.85546875,85.7
38.322313100099564,47.6,14042.484375,86.1
39.33723089983687,59.3,13974.28515625,85.7
40.34809669991955,42.5,13980.08203125,85.7
41.36398010002449,59.1,13952.78125,85.6
42.37264459999278,62.8,13979.6640625,85.7
43.387532900087535,54.8,14025.7265625,86.0
44.392877699807286,58.1,13730.99609375,84.2
45.40598079981282,68.0,13688.375,83.9
46.41514590010047,61.9,13802.8984375,84.6
47.424421600066125,42.2,13794.8984375,84.6
48.42927239974961,49.8,13841.0703125,84.9
49.44086349988356,50.9,13940.33984375,85.5
50.45024689985439,47.3,13946.80859375,85.5
51.46511700004339,60.5,14013.03515625,85.9
52.47687749983743,62.5,14083.26953125,86.4
53.4809963000007,56.6,13989.54296875,85.8
54.49407189991325,58.6,13991.24609375,85.8
55.5061123999767,42.3,13959.4296875,85.6
56.51816099975258,39.3,13895.171875,85.2
57.52940210001543,42.0,13923.91015625,85.4
58.544834800064564,41.3,13929.82421875,85.4
59.557149100117385,37.8,13926.8203125,85.4
60.57204320002347,33.8,13940.61328125,85.5
61.57913130009547,35.0,13946.94921875,85.5
62.59059830009937,36.8,13944.40625,85.5
63.60128979990259,33.2,13945.36328125,85.5
64.61395519971848,38.9,13961.28125,85.6
65.62647440005094,41.0,13921.30859375,85.4
66.64081829972565,45.1,13927.3828125,85.4
67.64914069976658,37.8,13933.31640625,85.4
68.66408829996362,36.5,13916.7578125,85.3
69.67076209979132,37.2,13915.7890625,85.3
70.67128970008343,36.0,13907.66015625,85.3
71.68156459974125,38.2,13913.3046875,85.3
72.69166779983789,45.5,14016.1484375,85.9
73.70252039982006,57.2,13986.921875,85.8
74.7109567001462,54.8,14004.63671875,85.9
75.7174466997385,57.5,14025.953125,86.0
76.72645379975438,50.5,13975.51953125,85.7
77.73642309987918,53.2,13957.875,85.6
78.74479970009997,50.1,13972.8125,85.7
79.75596039975062,50.0,14033.8515625,86.1
80.76696619996801,51.0,14022.2421875,86.0
81.77724379999563,57.8,14012.90625,85.9
82.78708329983056,61.7,13997.58984375,85.8
83.80008970014751,52.0,13966.37109375,85.6
84.80897519970313,57.2,13977.23828125,85.7
85.80955899972469,51.4,13991.03515625,85.8
86.81800640001893,58.4,13968.2578125,85.6
87.8244400001131,58.5,14015.57421875,85.9
88.83474189974368,60.0,14009.140625,85.9
89.84476679982617,57.5,14007.61328125,85.9
90.85763829993084,61.6,14002.9375,85.9
91.86208189977333,55.0,13984.0390625,85.7
92.87368969991803,59.6,14011.1796875,85.9
93.88472189987078,58.2,13992.56640625,85.8
94.89152179984376,58.2,13994.7109375,85.8
95.90210870001465,55.6,13981.83984375,85.7
96.90261909971014,47.9,13980.33203125,85.7
97.91106140008196,43.4,13935.05078125,85.4
98.91822749981657,40.0,13923.89453125,85.4
99.92819319991395,43.7,13927.76953125,85.4
