timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.001058800145983696,0.0,15423.296875,94.6
1.0120218000374734,37.7,15454.08203125,94.8
2.025489800143987,37.9,15440.0546875,94.7
3.039595200214535,28.0,15440.4140625,94.7
4.050783299840987,17.0,15435.9609375,94.6
5.061098100151867,30.7,15480.46484375,94.9
6.071810599882156,19.3,15472.71875,94.9
7.086712200194597,23.0,15471.5703125,94.9
8.09162830002606,20.4,15475.82421875,94.9
9.105553400237113,14.7,15476.68359375,94.9
10.118579899892211,21.9,15462.765625,94.8
11.130675899796188,21.4,15457.2421875,94.8
12.131198499817401,18.7,15464.765625,94.8
13.142840499989688,17.4,15464.0390625,94.8
14.152718299999833,17.5,15463.46875,94.8
15.161796200089157,25.4,15482.61328125,94.9
16.162283199839294,34.5,15527.1640625,95.2
17.163840599823743,26.3,15551.65625,95.4
18.1655958998017,24.9,15554.53125,95.4
19.17151670018211,18.4,15550.79296875,95.4
20.179750700015575,21.4,15582.7578125,95.5
21.191287099849433,23.1,15603.3125,95.7
22.20479220012203,43.6,15718.87109375,96.4
23.21278790012002,70.6,15730.05078125,96.5
24.226231900043786,25.8,15668.48828125,96.1
25.237661799881607,12.3,15647.53515625,95.9
26.250633699819446,27.5,15409.37890625,94.5
27.25163710024208,31.1,15235.46875,93.4
28.25477880006656,30.0,15320.9140625,93.9
29.25962550006807,18.2,15326.1484375,94.0
30.271408999804407,26.4,15322.078125,93.9
31.275477400049567,27.3,15303.91015625,93.8
32.28964490024373,30.2,15303.421875,93.8
33.30470110010356,21.3,15303.7734375,93.8
34.30627280008048,21.3,15300.5,93.8
35.31445479998365,15.9,15291.08984375,93.8
36.32821199996397,17.8,15242.29296875,93.5
37.3401584001258,31.1,15070.609375,92.4
38.35288739996031,61.2,14741.25390625,90.4
39.36206139996648,61.4,14557.55859375,89.3
40.366009999997914,32.4,14270.35546875,87.5
41.37257529981434,37.8,14025.19140625,86.0
42.3758303001523,58.3,13908.18359375,85.3
43.38052729982883,33.0,13579.36328125,83.3
44.39250499987975,30.2,13349.50390625,81.9
45.403706499841064,17.5,12970.328125,79.5
46.404945000074804,39.6,12252.64453125,75.1
47.41317899990827,24.3,12298.21484375,75.4
