timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0006868001073598862,0.0,9026.70703125,55.3
1.0060014999471605,22.1,9220.8828125,56.5
2.0131737999618053,36.3,9395.5,57.6
3.016804900020361,25.9,10240.3125,62.8
4.02235640026629,27.8,11087.8984375,68.0
5.03069890011102,35.2,11939.27734375,73.2
6.034468099940568,31.1,12834.45703125,78.7
7.039309300016612,37.5,13671.9609375,83.8
8.045402500312775,43.7,14381.16015625,88.2
9.048600000329316,35.4,15069.48046875,92.4
10.050091700162739,33.7,15726.71484375,96.4
11.054562500212342,52.7,15685.60546875,96.2
12.064343099948019,50.1,15575.375,95.5
13.069306900259107,48.9,15502.64453125,95.1
14.082502100151032,44.5,15364.921875,94.2
15.085089900065213,42.4,14781.74609375,90.6
16.09042300004512,37.7,14806.77734375,90.8
17.095664800144732,52.8,15118.4296875,92.7
18.11098439991474,60.3,15211.8828125,93.3
19.12059190031141,47.5,15229.796875,93.4
20.131937799975276,34.0,15196.55078125,93.2
21.14198230020702,33.3,15106.0234375,92.6
22.14496499998495,43.0,15134.06640625,92.8
23.16029560007155,52.9,15153.1953125,92.9
24.16910340031609,34.0,15169.953125,93.0
25.17764350026846,33.9,15154.484375,92.9
26.1860414003022,34.7,15148.48828125,92.9
27.19173699989915,38.6,15162.49609375,93.0
28.195684200152755,43.9,15239.46875,93.4
29.205147699918598,35.8,15255.49609375,93.5
30.214184599928558,45.5,15258.6015625,93.6
31.219955999869853,54.6,15462.33984375,94.8
32.22849800018594,57.5,15401.04296875,94.4
33.230926000047475,59.8,15521.7421875,95.2
34.23793120030314,82.0,15426.3515625,94.6
35.243052100297064,68.1,15442.99609375,94.7
36.250138900242746,64.4,15426.6015625,94.6
37.25510880025104,48.5,15407.58984375,94.5
38.2599404999055,45.4,15420.38671875,94.6
39.2657532999292,46.9,15415.1484375,94.5
40.275280999951065,55.4,15436.48046875,94.7
41.279145000036806,55.1,15447.921875,94.7
42.287371600046754,49.6,15445.95703125,94.7
43.29206750029698,54.4,15445.6796875,94.7
44.29829959990457,50.7,15456.69921875,94.8
45.303654100280255,54.1,15478.22265625,94.9
46.30747159989551,52.8,15522.25,95.2
47.316911099944264,56.1,15536.21875,95.3
48.321277000010014,55.9,15536.984375,95.3
49.326813800260425,62.8,15547.87890625,95.3
50.3296878002584,58.7,15492.61328125,95.0
51.33774310024455,57.1,15554.09765625,95.4
52.352783100213856,48.1,15562.93359375,95.4
53.369092900305986,50.8,15554.4609375,95.4
54.37114130007103,45.6,15583.953125,95.6
55.375529000069946,44.0,15585.67578125,95.6
56.38184740021825,43.7,15584.82421875,95.6
57.38436210015789,44.9,15590.19140625,95.6
58.3885764000006,49.5,15598.2734375,95.6
59.400659299921244,42.3,15606.20703125,95.7
60.40449090022594,42.4,15618.8046875,95.8
61.41397760016844,43.6,15608.2578125,95.7
62.41944679990411,50.0,15630.8515625,95.8
63.42780450033024,42.3,15634.171875,95.9
64.43087400030345,55.7,15859.21484375,97.2
65.44275900023058,52.6,15540.671875,95.3
66.44356149993837,49.6,15445.0546875,94.7
67.4473143001087,37.0,15451.0859375,94.7
68.45762600004673,39.8,15462.4921875,94.8
69.46389830019325,37.8,15465.8125,94.8
70.46932330029085,49.1,15469.26953125,94.9
71.47630350012332,50.3,15439.03515625,94.7
72.48075739992782,49.2,15432.65234375,94.6
