timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0011887997388839722,0.0,14182.37890625,87.0
1.0105728995986283,54.9,14412.59765625,88.4
2.0245102997869253,33.7,14337.40234375,87.9
3.0357504999265075,35.1,14318.61328125,87.8
4.041952499654144,32.3,14246.34375,87.4
5.049044199753553,33.9,14150.625,86.8
6.051557499915361,31.7,14319.2890625,87.8
7.057287799660116,33.4,14303.8515625,87.7
8.05888309981674,33.5,14322.5546875,87.8
9.05937399994582,44.9,14387.95703125,88.2
10.064448999706656,37.0,14396.03125,88.3
11.066323899663985,36.2,14395.3125,88.3
12.07626869995147,41.5,14436.015625,88.5
13.082048599608243,46.0,14461.95703125,88.7
14.08535679988563,40.6,14578.78125,89.4
15.087303499691188,52.7,14633.5703125,89.7
16.0923555996269,50.1,14567.078125,89.3
17.09792359964922,48.5,14207.4765625,87.1
