timestamp,power_watts,temp_c,memory_mb,utilization_percent
0.0016887998208403587,33.005,51,1712.703125,10
1.0128862001001835,107.919,53,2333.921875,65
2.021197299938649,129.643,57,2344.09375,98
3.024061399977654,51.179,54,2405.03125,38
4.0335045997053385,49.958,54,2397.34375,37
5.0374328000471,50.439,54,2407.3046875,35
6.045887799933553,35.591,53,2408.6171875,44
7.052801299840212,34.54,53,2410.015625,37
8.054731999989599,32.984,53,2387.4296875,47
9.062050699722022,33.096,53,2374.546875,45
10.068687699735165,32.556,53,2368.828125,49
11.07426009979099,32.264,53,2381.40625,49
12.083353399764746,32.024,53,2383.03125,51
13.086400399915874,32.264,53,2381.11328125,49
14.093497099820524,37.718,53,2382.55078125,40
15.097958500031382,37.782,53,2380.92578125,39
16.10603589983657,37.962,54,2388.77734375,40
17.119714699685574,38.395,54,2388.77734375,43
18.122596600092947,37.901,54,2378.73828125,41
19.126145899761468,38.344,54,2377.11328125,40
20.13427220005542,32.957,54,2391.53125,10
21.14488840010017,107.997,59,2392.296875,98
22.154442300088704,51.259,56,2387.421875,37
23.16185349971056,48.85,56,2390.7109375,34
24.17499900003895,51.809,56,2381.3671875,34
25.18678200012073,49.187,56,2352.234375,34
26.19127789977938,50.006,56,2417.5859375,40
27.1987187997438,50.99,57,2452.8671875,41
28.213145199697465,52.146,57,2452.6171875,35
29.217601399868727,50.475,57,2436.078125,36
30.22328219981864,51.739,57,2385.890625,34
31.224411299917847,50.925,57,2375.703125,33
32.23745970008895,51.809,57,2337.078125,35
33.245111300144345,52.194,57,2292.453125,40
34.2543374998495,50.557,58,2293.390625,36
35.2656368999742,51.424,58,2293.390625,33
36.267480900045484,51.809,58,2293.140625,33
37.27406820002943,55.865,58,2291.953125,35
