timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0004128003492951393,0.0,10342.9921875,63.4
1.0142158004455268,45.3,10657.41015625,65.3
2.0218129004351795,47.6,10672.07421875,65.4
3.025493800174445,35.5,10768.14453125,66.0
4.034216600004584,39.9,10733.86328125,65.8
5.0389415002427995,38.3,10726.68359375,65.8
6.04720040038228,55.8,10744.375,65.9
7.054082400165498,38.6,10732.0625,65.8
8.056013100314885,45.1,10732.640625,65.8
9.062755100429058,42.8,10693.79296875,65.6
10.069990700110793,36.3,10693.09765625,65.6
11.075585400220007,49.4,10695.90625,65.6
12.084080000407994,40.7,10708.6953125,65.7
13.087681900244206,47.1,10708.55078125,65.7
14.094813800416887,41.4,10708.8359375,65.7
15.099243900272995,42.5,10721.11328125,65.7
16.106416700407863,38.5,10718.92578125,65.7
17.120996200013906,43.1,10722.6796875,65.7
18.123892300296575,40.0,10724.98046875,65.8
19.126878600101918,41.2,10721.7734375,65.7
20.135566000360996,45.8,10854.64453125,66.6
21.146176000125706,33.0,10758.25,66.0
22.15502840001136,38.3,10762.09375,66.0
23.163148500025272,45.7,10804.45703125,66.2
24.176418900024146,42.2,10745.84765625,65.9
25.18807450029999,41.5,10753.5546875,65.9
26.192559100221843,44.4,10767.00390625,66.0
27.199463600292802,49.6,10791.7734375,66.2
28.214428200386465,36.8,10791.37109375,66.2
29.21837650006637,41.5,10797.2265625,66.2
30.223969100043178,35.8,10796.69140625,66.2
31.22568230004981,37.4,10794.31640625,66.2
32.23875140026212,37.9,10792.8046875,66.2
33.24579270044342,33.4,10792.609375,66.2
34.25501080043614,37.2,10793.10546875,66.2
35.26639840006828,38.3,10790.3515625,66.2
36.26879690028727,35.2,10795.32421875,66.2
37.275353600271046,33.9,10796.92578125,66.2
