timestamp,power_watts,temp_c,memory_mb,utilization_percent
0.005659900140017271,11.668,57,7941.34765625,7
1.0193249001167715,73.558,59,7928.66015625,90
2.0240796003490686,51.407,59,7960.98828125,100
3.0275028003379703,50.267,59,7960.98828125,100
4.028162300121039,51.954,59,7938.59765625,100
5.0303353001363575,52.348,59,7938.59765625,100
6.0403082999400795,52.659,60,7938.59765625,100
7.041356700006872,51.011,60,7938.59765625,100
8.050861600320786,51.191,60,7927.28515625,100
9.055425100028515,51.314,60,7927.28515625,100
