timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.005077800247818232,0.0,13401.76953125,82.2
1.0052697998471558,19.9,13710.42578125,84.1
2.0100059998221695,27.8,13932.21875,85.4
3.014025699812919,19.5,13950.25390625,85.5
4.014647000003606,22.2,13995.92578125,85.8
5.0160981002263725,22.9,14009.0546875,85.9
6.026819900143892,24.3,14018.12109375,86.0
7.042785100173205,20.2,14033.16796875,86.0
8.051712399814278,30.5,14043.76953125,86.1
9.056828800123185,21.9,14086.5390625,86.4
