timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0004591001197695732,0.0,12880.265625,79.0
1.0035542002879083,55.2,12734.21875,78.1
2.0113619002513587,55.0,12584.69921875,77.2
3.018372700084001,31.2,12619.234375,77.4
4.031813899986446,35.3,12636.6484375,77.5
5.037811500020325,35.0,12642.51171875,77.5
6.0482952003367245,32.8,12647.015625,77.5
7.060281900223345,32.0,12655.01171875,77.6
8.071535100229084,32.5,12656.08203125,77.6
9.081457800231874,37.4,12659.8203125,77.6
10.095881800167263,42.7,12673.36328125,77.7
11.111047700047493,48.5,12672.375,77.7
12.124017700087279,28.0,12670.8046875,77.7
13.137049600016326,34.4,12671.65625,77.7
14.149707000236958,31.2,12672.09765625,77.7
15.153604800347239,38.1,12673.65625,77.7
16.16464660037309,35.3,12670.09765625,77.7
17.178908300120384,30.9,12626.9609375,77.4
18.186612599994987,45.7,12192.44140625,74.8
19.194653700105846,28.2,12133.125,74.4
20.203663300257176,37.7,12131.96875,74.4
21.217601000331342,34.1,12121.29296875,74.3
22.22514870017767,31.5,12123.58984375,74.3
23.230896800290793,34.4,12119.4609375,74.3
24.237001300323755,37.9,12124.4453125,74.3
25.242620000150055,34.4,12119.98828125,74.3
26.249328900128603,35.6,12120.41015625,74.3
27.26287670014426,37.2,12126.04296875,74.4
28.27167100040242,32.6,12126.5625,74.4
29.283802000340074,39.8,12119.81640625,74.3
30.29420360038057,33.2,12123.62109375,74.3
31.308363400399685,32.7,12123.6953125,74.3
32.316476800013334,39.4,12124.15234375,74.3
33.328956900164485,34.0,12122.20703125,74.3
34.33895120024681,34.8,12125.78515625,74.4
35.35086680017412,30.2,12157.0546875,74.5
36.35725490003824,43.0,12333.26953125,75.6
37.36596080008894,38.9,12134.78125,74.4
38.36666960036382,30.4,12139.09375,74.4
39.373158500064164,36.4,12130.8125,74.4
40.38953520031646,43.5,12164.10546875,74.6
41.4035896002315,30.1,12138.234375,74.4
42.413280200213194,33.7,11970.98046875,73.4
43.426112100016326,39.3,11920.9375,73.1
44.438214200083166,42.9,11947.890625,73.3
45.4494185000658,32.9,11960.1953125,73.3
46.46296739997342,32.5,11952.046875,73.3
47.47141140000895,31.6,12054.39453125,73.9
48.485112500377,62.6,12277.03515625,75.3
49.494519200176,75.4,12414.6171875,76.1
50.500460900366306,73.3,12532.4921875,76.8
51.511420000344515,80.4,12532.265625,76.8
52.520088999997824,65.5,12627.8046875,77.4
53.52578250039369,93.9,13039.5546875,80.0
54.530395100358874,99.4,13275.859375,81.4
55.53746130038053,98.5,13449.078125,82.5
56.54475380014628,99.9,13574.09375,83.2
57.549673500005156,100.0,13762.49609375,84.4
58.55539090000093,97.3,13704.03515625,84.0
59.557484100107104,82.4,13729.57421875,84.2
60.559222700074315,60.0,13669.0390625,83.8
61.56013060035184,51.9,13702.6796875,84.0
62.56795120006427,59.6,13829.96875,84.8
63.56833540042862,57.7,13869.0625,85.0
64.58213010011241,27.8,13855.53515625,85.0
