timestamp,cpu_utilization_percent,memory_used_mb,memory_utilization_percent
0.0006822003051638603,0.0,10205.7734375,62.6
1.0047889002598822,31.2,10420.6953125,63.9
2.0133409001864493,25.8,10554.703125,64.7
3.015738199930638,23.7,11463.15234375,70.3
4.022486800327897,26.6,12357.03125,75.8
5.028063999954611,23.4,13215.38671875,81.0
6.030107600148767,28.6,13949.71875,85.5
7.04261239990592,32.5,14687.52734375,90.1
8.051756900269538,25.7,15521.82421875,95.2
9.061756200157106,37.6,15675.5625,96.1
10.077045800164342,42.7,15346.3203125,94.1
11.078753199893981,42.0,15154.39453125,92.9
12.082679900340736,52.1,14865.375,91.1
13.084666700102389,37.3,14749.76953125,90.4
14.085356800351292,32.3,14327.86328125,87.9
15.089221300091594,31.2,13339.2421875,81.8
16.099227900151163,28.2,13294.69140625,81.5
17.103719600010663,22.6,13357.1953125,81.9
18.10577920032665,25.1,13372.9296875,82.0
19.112806899938732,23.4,13357.46875,81.9
20.12793880002573,23.4,13399.31640625,82.2
21.130944000091404,27.0,13452.41015625,82.5
22.132029000204057,22.8,13513.92578125,82.9
23.146228100173175,40.4,13732.66796875,84.2
24.162477500271052,25.3,13720.9296875,84.1
25.176553000230342,29.0,13729.17578125,84.2
26.19141190033406,24.6,13733.57421875,84.2
27.197973700240254,25.8,13749.63671875,84.3
28.204619000200182,23.2,13751.703125,84.3
29.216722500044852,25.5,13758.0546875,84.4
30.226945500355214,23.2,13772.2109375,84.4
31.23505790019408,24.2,13799.52734375,84.6
32.24045780021697,22.8,13780.48046875,84.5
33.24398940009996,23.7,13789.109375,84.6
34.25940610002726,23.1,13877.203125,85.1
35.273822099901736,24.2,13798.61328125,84.6
36.274589099921286,26.8,13929.09765625,85.4
37.27968979999423,24.8,13868.75,85.0
38.28794640023261,26.6,13892.33203125,85.2
39.290007300209254,27.3,13814.95703125,84.7
40.291234200354666,32.8,13871.32421875,85.1
41.29294490022585,26.8,13940.5390625,85.5
42.293962799943984,49.7,14120.67578125,86.6
43.31516809994355,29.7,14109.546875,86.5
44.31937150005251,24.0,14153.859375,86.8
45.323619599919766,24.6,14163.48046875,86.8
46.348984099924564,23.6,14166.9140625,86.9
47.36351850023493,31.1,14213.953125,87.2
48.36576860025525,45.0,14396.1171875,88.3
49.370132100302726,34.8,14175.765625,86.9
50.37678660033271,22.6,14181.84375,87.0
51.384646099992096,21.8,14257.6796875,87.4
52.39478849992156,21.7,14188.6171875,87.0
53.39874320011586,24.6,14191.41796875,87.0
54.401395900174975,27.1,14120.7734375,86.6
55.40529720019549,24.6,14147.78515625,86.7
56.408054100349545,22.6,14148.58203125,86.8
57.41004940029234,28.6,14157.00390625,86.8
58.42156080016866,27.2,14271.09765625,87.5
59.436299100052565,30.2,14193.05859375,87.0
60.44262810004875,29.1,14247.69921875,87.4
61.44655770016834,27.8,14244.546875,87.3
62.45248020021245,28.0,14287.11328125,87.6
63.4546308000572,26.4,14257.55078125,87.4
64.4593855002895,33.4,14298.140625,87.7
65.46385390032083,28.2,14264.234375,87.5
66.4739629002288,27.4,14266.23046875,87.5
67.48276240006089,27.8,14268.58203125,87.5
68.49288689997047,28.5,14273.12109375,87.5
69.50455690035596,32.8,14343.48046875,87.9
70.50984100019559,44.2,14372.50390625,88.1
71.51992130000144,33.7,14208.4375,87.1
72.52761809993535,29.6,14283.5703125,87.6
73.53879899997264,27.1,14215.03125,87.2
74.54638910014182,32.2,14096.765625,86.4
75.55059880018234,30.3,14130.7109375,86.6
76.55960969999433,38.7,14126.484375,86.6
77.56849010009319,30.3,14145.33984375,86.7
78.5700588002801,32.9,14166.203125,86.9
79.58475740021095,40.5,14278.08203125,87.5
80.58939000032842,39.5,14334.875,87.9
81.59047819999978,36.5,14380.6015625,88.2
82.59141250001267,30.6,14273.9609375,87.5
83.59539250005037,28.0,14304.2734375,87.7
84.59928720025346,32.4,14122.69140625,86.6
85.61194270011038,31.8,14124.46484375,86.6
86.62522449996322,27.9,14131.94921875,86.7
87.63142860028893,34.9,14210.6875,87.1
88.63969130022451,29.0,14381.0390625,88.2
89.64227780001238,31.7,14145.78125,86.7
90.64771720021963,31.1,14228.2734375,87.2
91.65029120026156,37.4,14156.82421875,86.8
92.65315990010276,33.1,14170.48046875,86.9
93.66004270035774,28.6,14146.61328125,86.7
94.66551370033994,31.3,14150.75390625,86.8
95.6707597002387,35.6,14160.07421875,86.8
96.67858629999682,26.6,14153.66015625,86.8
97.67950630001724,30.8,14157.08203125,86.8
98.69361060019583,29.5,14163.6796875,86.8
99.70818330021575,31.3,14204.67578125,87.1
100.71350149996579,28.2,14277.98828125,87.5
101.71682290034369,31.6,14180.02734375,86.9
102.731141500175,27.6,14222.51953125,87.2
103.73932860000059,26.6,14182.078125,87.0
104.74612620007247,32.0,14204.57421875,87.1
105.75047390023246,30.2,14257.34765625,87.4
106.76160830026492,34.4,14310.53125,87.7
107.77394700003788,44.6,14338.6171875,87.9
108.77698020031676,27.9,14253.109375,87.4
109.7811342002824,29.3,14223.4609375,87.2
110.78961940016598,34.6,14279.89453125,87.6
111.80427179997787,37.6,14278.01171875,87.5
112.81027140002698,34.1,14267.50390625,87.5
113.82271640002728,27.4,14263.421875,87.5
114.826792600099,27.8,14269.08203125,87.5
115.83975980011746,29.2,14345.1953125,88.0
116.85456030024216,25.8,14312.3828125,87.8
117.86678060004488,28.3,14261.39453125,87.4
118.88309800019488,25.0,14281.49609375,87.6
119.88556639989838,23.1,14287.75390625,87.6
120.89529150025919,25.8,14247.6875,87.4
121.90075869997963,28.2,14230.49609375,87.3
122.91577500011772,27.0,14244.16015625,87.3
123.92412930028513,26.7,14218.50390625,87.2
124.92972190026194,27.8,14218.6484375,87.2
125.9330565999262,34.1,14214.50390625,87.2
126.94422450009733,26.7,14215.41015625,87.2
127.95209089992568,28.1,14207.8359375,87.1
128.95474119996652,25.3,14207.90234375,87.1
129.9630245002918,28.6,14212.79296875,87.1
130.96749130031094,33.3,14227.83203125,87.2
131.9751810003072,25.4,14224.7109375,87.2
132.9846181999892,26.4,14222.94140625,87.2
133.99028610019013,24.5,14287.94140625,87.6
134.99764320021495,25.2,14222.59375,87.2
136.00149360019714,25.4,14273.9140625,87.5
137.00818500015885,24.6,14226.31640625,87.2
138.01060360018164,28.3,14224.97265625,87.2
139.0167764001526,23.0,14235.984375,87.3
140.02514189993963,27.7,14229.29296875,87.2
141.0326253999956,25.6,14228.453125,87.2
142.0393894002773,24.2,14231.69140625,87.3
143.04765580035746,22.8,14240.53125,87.3
144.05672900006175,33.8,14343.984375,88.0
145.06567090004683,24.4,14230.38671875,87.3
146.08100550016388,25.2,14231.4453125,87.3
