timestamp,power_watts,temp_c,memory_mb,utilization_percent
0.0017222999595105648,36.809,59,6971.34765625,9
1.0052335998043418,85.189,59,7079.22265625,30
2.011876199860126,47.154,63,7219.53515625,99
3.0191154000349343,64.409,61,7240.47265625,29
4.029976799618453,49.176,61,7291.97265625,29
5.035972799640149,66.19,61,7323.47265625,35
6.03749129967764,70.82,61,7323.47265625,33
7.04850609973073,84.193,61,7355.47265625,35
8.049019400030375,58.74,62,7355.47265625,27
9.051899199839681,79.081,62,7403.1875,36
10.054192799609154,44.539,62,7563.1875,29
11.070251899771392,44.187,61,7568.59375,33
12.074568499810994,100.106,62,7587.90625,32
13.075852199923247,46.635,62,7401.90625,58
14.08398799970746,47.389,62,7465.90625,73
15.095020799897611,45.876,62,7465.90625,21
16.10523229977116,48.044,62,7685.90625,19
17.112804499920458,48.192,62,7503.90625,83
18.11360069969669,45.406,62,7449.90625,39
19.121477199718356,49.16,62,7389.90625,60
20.12716759974137,46.955,62,7475.90625,83
21.13013179972768,46.036,62,7476.21875,30
22.14572189981118,47.871,62,7408.21875,83
23.16104009980336,45.699,62,7408.21875,30
24.164849399589002,48.883,63,7394.21875,85
25.16937159979716,47.919,63,7480.21875,86
26.183929399587214,46.31,63,7646.15625,31
27.189566699787974,47.823,63,7412.15625,84
28.194615899585187,44.976,63,7410.71875,29
29.206592799630016,47.995,63,7372.90625,84
30.219862999860197,47.662,63,7426.90625,85
31.2258863998577,45.843,63,7592.90625,33
32.22751809982583,46.94,63,7578.90625,85
33.23217839980498,45.955,63,7578.90625,31
34.236607699654996,48.69,63,7496.90625,87
35.24043289991096,46.184,63,7496.90625,89
36.249052399769425,93.259,64,7748.90625,36
37.2577414996922,48.899,63,7496.90625,86
38.2663309997879,45.858,63,7496.90625,33
39.27079159999266,48.1,64,7558.90625,89
40.28630599984899,47.1,64,7558.90625,32
41.28836230002344,47.341,64,7560.28125,87
42.29041079990566,50.316,64,7540.28125,89
43.29548079986125,45.25,64,7792.40625,36
44.299918700009584,49.289,64,7520.34375,88
45.30422729998827,47.854,64,7520.34375,31
46.320047999732196,47.987,64,7520.34375,86
47.32461559958756,47.304,64,7520.34375,32
48.331786799710244,95.455,66,7774.34375,78
49.34055469976738,96.232,67,7322.34375,95
50.34082879964262,92.038,67,7269.84375,89
51.34263499965891,70.878,67,7481.84375,91
52.3495257999748,63.825,66,7513.84375,46
53.35878529958427,47.586,66,7593.84375,89
54.36409869976342,48.951,66,7593.84375,85
55.36534919962287,50.942,66,7593.84375,35
56.374235099647194,48.839,66,7593.84375,86
57.38490519998595,47.305,66,7593.84375,32
58.386932199820876,48.112,66,7593.34375,87
59.39538009976968,45.94,66,7593.34375,32
60.40267329989001,50.368,66,7593.34375,87
61.40766399959102,46.34,66,7593.34375,89
62.413673399947584,53.35,66,7593.34375,38
63.41611350001767,48.437,66,7593.34375,89
64.42161679966375,46.599,66,7593.34375,31
65.43037389963865,48.337,66,7595.90625,88
66.4420449999161,44.379,66,7539.76953125,23
67.45266989991069,46.506,66,7539.62109375,22
68.46272559976205,45.443,66,7522.05859375,84
69.47215909976512,47.32,66,7578.73828125,29
70.48531829984859,48.674,66,7589.61328125,48
71.49067429965362,47.325,66,7585.67578125,83
72.49648139998317,46.069,66,7817.16796875,31
73.50523189967498,48.16,66,7563.04296875,86
74.51914149988443,46.342,66,7568.91796875,32
75.53447810001671,49.83,66,7560.23046875,87
76.54988469975069,46.084,66,7560.23046875,31
77.5585926999338,50.573,67,7558.73046875,73
78.56564999977127,47.971,67,7558.66796875,86
79.57265179976821,46.489,67,7558.66796875,30
80.57361669978127,48.405,67,7558.66796875,86
81.57418209966272,46.084,67,7558.66796875,31
82.58876489987597,49.111,67,7558.66796875,83
83.59848349960521,48.015,67,7558.66796875,83
84.629610999953,45.699,67,7810.66796875,38
85.63695029960945,50.814,67,7558.66796875,87
86.64203719981015,47.164,67,7558.66796875,29
87.64456479996443,47.325,67,7563.10546875,84
88.6599497999996,46.165,67,7560.41796875,71
89.66806749999523,90.195,67,7812.41796875,28
90.67674179980531,49.352,67,7560.41796875,87
91.68458070000634,46.184,67,7560.41796875,22
92.69105829996988,50.091,67,7560.41796875,77
93.69676409987733,49.325,67,7560.41796875,88
94.70725249964744,45.602,67,7812.41796875,32
95.71540969982743,138.376,72,7813.91796875,99
96.72384609980509,89.95,70,7243.91796875,90
97.7334838998504,79.297,70,7461.66796875,92
98.73838659981266,60.759,70,7511.66796875,51
99.7444370999001,81.175,69,7403.66796875,44
100.75028619961813,48.774,69,7403.66796875,86
101.75959789985791,47.658,68,7408.85546875,32
102.76994449971244,47.196,69,7459.29296875,85
103.77547059999779,46.63,68,7459.29296875,84
104.77797359973192,49.187,69,7459.29296875,36
